IP_Address,Total_Requests,DELETE_Perc,GET_Perc,POST_Perc,PUT_Perc,4xx_Perc,5xx_Perc,Other_Perc,Unique_User_Agents,Unique_Sessions,Unique_Locations,Anomaly_Count,Top_User_Agent,Top_Location
171.196.129.53,4,0.25,0.5,0,0.25,0,0.25,0.75,3,4,4,0,Chrome,Benin
171.20.11.157,5,0.6,0.2,0.2,0,0.4,0.4,0.2,3,5,5,0,Safari,Yemen
171.20.153.10,3,0,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,0,Chrome,Madagascar
171.20.212.95,2,0,0.5,0,0.5,0.5,0.5,0,1,2,2,0,Edge,Kazakhstan
171.20.73.15,4,0.25,0.5,0.25,0,0.75,0,0.25,3,4,4,0,Safari,Ukraine
171.204.58.130,3,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0.333333333,3,3,3,0,Edge,Spain
171.205.66.21,2,0,0,0,1,0,0,1,2,2,2,0,Opera,Poland
171.209.122.21,6,0,0.333333333,0.333333333,0.333333333,0.5,0,0.5,4,6,6,0,Firefox,Israel
171.216.117.34,3,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,3,3,3,0,Bot,Guernsey
171.216.207.105,2,0.5,0.5,0,0,0,1,0,2,2,2,0,Opera,Timor-Leste
171.216.224.105,2,0.5,0.5,0,0,0,0,1,2,2,2,0,Firefox,Portugal
171.216.38.114,3,0.333333333,0.666666667,0,0,0.333333333,0,0.666666667,2,3,3,0,Opera,Bulgaria
171.216.41.73,2,0.5,0,0,0.5,1,0,0,2,2,2,0,Firefox,Finland
171.216.99.196,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Bot,Reunion
171.217.87.82,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,0,Safari,Mongolia
171.218.29.9,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,1,Safari,Bangladesh
171.219.114.248,1,0,1,0,0,0,1,0,1,1,1,0,Bot,India
171.22.181.200,5,0,0.4,0.6,0,0.6,0.2,0.2,3,5,5,0,Safari,Honduras
171.22.56.57,1,1,0,0,0,0,1,0,1,1,1,0,Opera,China
171.225.239.172,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Brazil
171.228.17.176,5,0,0.2,0.4,0.4,0.4,0,0.6,4,5,5,0,Safari,Pakistan
171.230.70.105,6,0.333333333,0.333333333,0.166666667,0.166666667,0.666666667,0.166666667,0.166666667,4,6,5,0,Chrome,Hungary
171.237.82.252,1,0,0,1,0,0,0,1,1,1,1,0,Edge,Brazil
171.238.138.132,5,0.2,0.2,0.6,0,0.6,0.4,0,4,5,5,0,Firefox,Austria
171.24.4.12,3,0,0,0.333333333,0.666666667,0.333333333,0,0.666666667,3,3,3,0,Chrome,Madagascar
171.240.52.120,1,0,0,1,0,0,0,1,1,1,1,0,Edge,Tuvalu
171.241.114.247,1,0,1,0,0,1,0,0,1,1,1,0,Safari,India
171.241.221.13,1,0,0,1,0,1,0,0,1,1,1,0,Bot,India
171.242.185.25,1,0,1,0,0,1,0,0,1,1,1,0,Chrome,India
171.244.94.186,5,0.2,0.2,0.2,0.4,0.2,0.2,0.6,3,5,5,0,Bot,Bangladesh
171.245.37.106,3,0,0.666666667,0,0.333333333,0.666666667,0,0.333333333,3,3,3,0,Safari,Poland
171.247.113.195,5,0.2,0.2,0,0.6,0.4,0,0.6,2,5,5,0,Firefox,Puerto Rico
171.247.60.75,1,0,0,1,0,1,0,0,1,1,1,0,Firefox,Germany
171.247.91.88,5,0.4,0.6,0,0,0.6,0,0.4,3,5,5,0,Opera,Cuba
171.248.157.84,5,0.2,0.4,0.4,0,0.2,0.4,0.4,4,5,5,0,Chrome,Cayman Islands
171.248.224.206,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Edge,Burundi
171.250.167.148,1,0,1,0,0,0,0,1,1,1,1,0,Bot,Seychelles
171.252.158.114,1,0,1,0,0,0,0,1,1,1,1,0,Opera,Thailand
171.252.212.231,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,1,Edge,Timor-Leste
171.252.57.137,3,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.666666667,3,3,3,0,Safari,Bulgaria
171.254.189.133,2,0.5,0.5,0,0,1,0,0,2,2,2,0,Safari,Jamaica
171.254.234.237,1,1,0,0,0,1,0,0,1,1,1,0,Bot,China
171.255.141.195,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,India
171.27.182.254,1,0,0,1,0,1,0,0,1,1,1,0,Safari,USA
171.27.220.93,3,0.333333333,0,0.333333333,0.333333333,0.666666667,0.333333333,0,2,3,3,1,Bot,Ghana
171.28.227.61,1,1,0,0,0,1,0,0,1,1,1,0,Safari,France
171.30.74.222,6,0.166666667,0.166666667,0.166666667,0.5,0.333333333,0.166666667,0.5,5,6,6,0,Firefox,American Samoa
171.31.162.13,3,0.666666667,0,0.333333333,0,0.333333333,0,0.666666667,3,3,3,0,Opera,Wallis and Futuna
171.33.10.165,4,0.25,0.25,0.25,0.25,0.5,0.25,0.25,3,4,4,0,Firefox,Malaysia
171.33.225.239,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,0,Bot,Afghanistan
171.34.5.55,3,0.333333333,0.666666667,0,0,0,0.666666667,0.333333333,2,3,3,0,Opera,Saint Lucia
171.36.143.120,2,0,0.5,0.5,0,1,0,0,1,2,2,0,Safari,Macao
171.4.251.124,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,0,Bot,Italy
171.40.183.100,1,1,0,0,0,1,0,0,1,1,1,0,Opera,India
171.43.142.135,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,2,3,3,0,Edge,Paraguay
171.43.182.29,3,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,3,3,3,0,Chrome,Slovakia (Slovak Republic)
171.44.15.217,4,0.25,0,0.5,0.25,0.5,0.25,0.25,4,4,4,0,Bot,Bermuda
171.46.77.54,4,0.25,0.25,0.5,0,0.25,0.25,0.5,3,4,4,0,Firefox,Nigeria
171.49.115.118,3,0,0.666666667,0.333333333,0,0.333333333,0,0.666666667,2,3,3,0,Safari,Libyan Arab Jamahiriya
171.5.21.4,4,0.25,0.25,0,0.5,0.25,0.25,0.5,3,4,4,0,Firefox,South Africa
171.5.219.68,1,0,0,0,1,0,0,1,1,1,1,0,Opera,Canada
171.5.49.16,2,1,0,0,0,0.5,0,0.5,1,2,2,0,Bot,Tuvalu
171.51.253.31,3,0,0.666666667,0.333333333,0,0.666666667,0,0.333333333,2,3,3,0,Firefox,Norfolk Island
171.52.123.213,4,0.5,0,0.5,0,0.25,0.25,0.5,3,4,4,0,Firefox,Iran
171.57.203.120,6,0.166666667,0,0.166666667,0.666666667,0.333333333,0.166666667,0.5,4,6,6,0,Edge,Guinea
171.57.240.60,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,3,3,3,0,Bot,Bermuda
171.59.211.104,3,1,0,0,0,0.333333333,0.333333333,0.333333333,2,3,2,0,Firefox,Comoros
171.59.94.243,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,Bahrain
171.60.100.85,1,0,1,0,0,0,1,0,1,1,1,0,Edge,Canada
171.61.238.17,1,0,0,0,1,0,0,1,1,1,1,0,Firefox,North Macedonia
171.62.83.107,5,0,0.4,0,0.6,0.6,0.2,0.2,4,5,5,0,Edge,Tuvalu
171.68.182.43,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Belgium
171.69.167.99,4,0,0.25,0.25,0.5,0.25,0.25,0.5,4,4,4,0,Opera,Cape Verde
171.69.55.239,2,0,0.5,0,0.5,1,0,0,2,2,2,0,Firefox,Serbia
171.71.190.105,1,1,0,0,0,0,0,1,1,1,1,1,Firefox,India
171.72.116.189,1,1,0,0,0,0,0,1,1,1,1,0,Safari,USA
171.72.242.194,4,0.25,0.25,0.25,0.25,0.5,0,0.5,3,4,4,0,Edge,Jersey
171.72.59.0,1,1,0,0,0,0,0,1,1,1,1,0,Edge,Brazil
171.74.112.117,3,0.333333333,0,0.666666667,0,0.333333333,0,0.666666667,3,3,3,0,Edge,French Southern Territories
171.76.171.105,7,0,0.285714286,0.428571429,0.285714286,0.142857143,0.285714286,0.571428571,5,7,7,0,Edge,Senegal
171.79.62.243,3,0.333333333,0,0.666666667,0,0.666666667,0,0.333333333,3,3,3,0,Edge,Denmark
171.8.122.86,4,0,0.25,0.75,0,0.5,0,0.5,4,4,4,0,Safari,North Macedonia
171.8.198.69,4,0.25,0.25,0.5,0,0.5,0.25,0.25,2,4,4,0,Bot,Venezuela
171.8.243.187,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,1,Edge,Maldives
171.8.43.60,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,0,Chrome,British Indian Ocean Territory (Chagos Archipelago)
171.87.222.27,1,0,1,0,0,0,0,1,1,1,1,0,Bot,Brazil
171.87.94.113,1,0,0,0,1,1,0,0,1,1,1,0,Chrome,Turkmenistan
171.89.51.155,3,0.666666667,0.333333333,0,0,1,0,0,3,3,3,0,Opera,Cape Verde
171.92.165.96,1,0,0,0,1,0,1,0,1,1,1,0,Safari,Germany
171.93.30.69,1,0,0,1,0,1,0,0,1,1,1,0,Safari,USA
171.94.139.159,3,0.333333333,0.666666667,0,0,0.666666667,0,0.333333333,3,3,3,0,Opera,Liechtenstein
171.95.48.28,6,0.833333333,0.166666667,0,0,0.666666667,0.166666667,0.166666667,5,6,6,1,Chrome,Azerbaijan
171.95.5.253,1,0,0,0,1,0,0,1,1,1,1,0,Safari,Kazakhstan
171.99.206.190,4,0.75,0.25,0,0,0,0.25,0.75,3,4,4,0,Safari,Faroe Islands
172.101.20.36,1,1,0,0,0,0,0,1,1,1,1,0,Firefox,Brazil
172.102.216.239,3,0.666666667,0,0.333333333,0,0.333333333,0.666666667,0,3,3,3,0,Safari,Croatia
172.102.28.113,2,0.5,0.5,0,0,0,0.5,0.5,2,2,2,0,Safari,Latvia
172.103.168.56,8,0.25,0,0.5,0.25,0,0.125,0.875,5,8,7,0,Firefox,Paraguay
172.104.0.187,1,1,0,0,0,1,0,0,1,1,1,0,Bot,Suriname
172.104.187.215,1,0,1,0,0,1,0,0,1,1,1,0,Chrome,Uruguay
172.104.83.240,3,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0.333333333,2,3,3,0,Firefox,Mayotte
172.105.110.151,3,0.333333333,0.666666667,0,0,0,0.333333333,0.666666667,3,3,3,0,Bot,Gambia
172.109.147.170,8,0,0.25,0.5,0.25,0.625,0.125,0.25,4,8,8,2,Edge,Ethiopia
172.112.104.29,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,China
172.114.54.194,3,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.333333333,2,3,3,0,Firefox,Hong Kong
172.116.115.24,1,0,0,1,0,1,0,0,1,1,1,0,Firefox,Brazil
172.118.203.72,1,0,0,1,0,0,1,0,1,1,1,0,Chrome,Canada
172.12.154.60,2,0.5,0,0,0.5,0,0,1,1,2,2,0,Edge,Colombia
172.12.174.237,1,0,0,0,1,0,0,1,1,1,1,0,Safari,Germany
172.120.87.122,3,0,0.666666667,0.333333333,0,0,0.333333333,0.666666667,3,3,3,0,Bot,Slovenia
172.121.156.218,3,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,3,3,3,0,Edge,Chile
172.121.97.238,3,0,0,1,0,0.333333333,0,0.666666667,2,3,3,0,Safari,Afghanistan
172.124.123.198,1,0,0,1,0,1,0,0,1,1,1,0,Bot,Uganda
172.126.171.191,3,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0.666666667,3,3,3,1,Edge,Burundi
172.126.215.250,9,0.333333333,0.111111111,0.222222222,0.333333333,0.333333333,0.333333333,0.333333333,5,9,9,0,Safari,Romania
172.126.80.117,4,0.25,0,0.5,0.25,0.5,0.25,0.25,3,4,4,0,Edge,Lesotho
172.129.122.116,1,1,0,0,0,1,0,0,1,1,1,0,Opera,Brazil
172.130.255.61,1,0,0,0,1,1,0,0,1,1,1,0,Opera,China
172.131.168.18,4,0,0.75,0.25,0,0.25,0,0.75,3,4,4,1,Bot,Thailand
172.132.36.239,8,0.5,0.375,0.125,0,0.25,0.125,0.625,4,8,8,0,Firefox,Togo
172.134.225.26,5,0.4,0.2,0.2,0.2,0,0.2,0.8,3,5,5,0,Bot,Tuvalu
172.134.64.248,3,0,0.333333333,0,0.666666667,0,0,1,2,3,3,0,Opera,Sri Lanka
172.139.80.38,4,0.5,0,0,0.5,0.5,0,0.5,2,4,4,0,Bot,Angola
172.14.154.253,1,1,0,0,0,0,0,1,1,1,1,0,Edge,Aruba
172.141.44.229,1,1,0,0,0,0,0,1,1,1,1,0,Edge,Djibouti
172.142.140.115,4,0.25,0,0.75,0,0.5,0.25,0.25,4,4,4,0,Safari,American Samoa
172.143.215.123,1,0,0,0,1,0,1,0,1,1,1,0,Chrome,France
172.144.212.132,1,1,0,0,0,0,0,1,1,1,1,0,Safari,United Arab Emirates
172.145.20.67,2,0,0.5,0,0.5,1,0,0,1,2,2,0,Opera,Greenland
172.150.141.64,1,0,0,0,1,1,0,0,1,1,1,0,Safari,China
172.151.181.253,1,0,0,0,1,0,1,0,1,1,1,1,Chrome,USA
172.152.172.142,7,0.428571429,0.142857143,0.285714286,0.142857143,0.428571429,0.285714286,0.285714286,4,7,7,0,Safari,Yemen
172.158.87.143,5,0.2,0.2,0,0.6,0.6,0.4,0,2,5,5,0,Firefox,Bolivia
172.160.227.64,4,0.25,0.25,0,0.5,0.5,0.25,0.25,4,4,4,0,Edge,United States Virgin Islands
172.165.41.133,1,0,1,0,0,0,1,0,1,1,1,0,Edge,Turkmenistan
172.165.79.236,1,0,0,1,0,0,1,0,1,1,1,0,Chrome,China
172.166.154.26,1,0,0,1,0,1,0,0,1,1,1,0,Bot,Germany
172.167.192.162,1,1,0,0,0,1,0,0,1,1,1,0,Edge,France
172.17.118.71,1,0,1,0,0,0,0,1,1,1,1,0,Chrome,USA
172.17.143.85,4,0.25,0.5,0.25,0,0.25,0,0.75,3,4,4,0,Bot,Tajikistan
172.170.130.111,1,0,1,0,0,0,0,1,1,1,1,0,Chrome,Solomon Islands
172.171.244.231,1,0,0,1,0,0,0,1,1,1,1,0,Bot,China
172.172.56.14,1,0,0,0,1,1,0,0,1,1,1,0,Safari,USA
172.173.186.179,1,0,0,1,0,1,0,0,1,1,1,0,Edge,India
172.175.0.142,4,0.25,0.25,0.25,0.25,0,0,1,4,4,4,0,Edge,Armenia
172.176.17.109,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,Brazil
172.176.200.156,1,0,1,0,0,1,0,0,1,1,1,0,Opera,USA
172.177.167.91,4,0.5,0.25,0.25,0,0.25,0.25,0.5,2,4,4,0,Chrome,North Macedonia
172.178.252.245,1,0,0,0,1,0,0,1,1,1,1,0,Bot,Nepal
172.18.30.118,1,0,1,0,0,0,0,1,1,1,1,0,Safari,France
172.180.223.153,2,0.5,0,0.5,0,0.5,0.5,0,1,2,2,0,Firefox,Palau
172.182.221.205,2,0,0.5,0,0.5,0,0,1,2,2,2,0,Edge,Sierra Leone
172.183.116.155,7,0.285714286,0,0.285714286,0.428571429,0.571428571,0.142857143,0.285714286,5,7,6,0,Firefox,Faroe Islands
172.183.192.21,1,0,0,0,1,1,0,0,1,1,1,0,Bot,India
172.183.45.69,1,0,0,1,0,0,0,1,1,1,1,0,Opera,Antarctica (the territory South of 60 deg S)
172.184.138.204,1,0,0,1,0,1,0,0,1,1,1,0,Bot,China
172.184.238.24,5,0.4,0.2,0,0.4,0.6,0.2,0.2,4,5,4,0,Chrome,Christmas Island
172.184.50.128,3,0.333333333,0,0.666666667,0,0.333333333,0,0.666666667,2,3,3,0,Chrome,Vietnam
172.191.0.136,2,1,0,0,0,0,0,1,2,2,2,0,Bot,Brunei Darussalam
172.191.143.57,5,0.4,0.2,0,0.4,0.6,0.4,0,3,5,5,0,Firefox,Colombia
172.191.23.24,3,0,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,3,3,3,0,Chrome,Cambodia
172.193.78.230,3,0,0.333333333,0.666666667,0,0.333333333,0,0.666666667,3,3,3,0,Opera,Namibia
172.195.37.25,5,0.4,0,0.2,0.4,0.6,0,0.4,4,5,5,0,Firefox,Christmas Island
172.197.214.4,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,India
172.198.180.65,4,0.5,0.25,0.25,0,0.25,0.25,0.5,3,4,4,0,Opera,Puerto Rico
172.198.233.18,6,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,5,6,6,0,Edge,Malta
172.199.21.36,1,0,0,1,0,1,0,0,1,1,1,0,Safari,Brazil
172.203.148.85,1,0,0,1,0,0,0,1,1,1,1,1,Opera,Germany
172.204.73.27,3,0,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,3,3,3,0,Bot,Lithuania
172.207.143.154,1,0,1,0,0,0,1,0,1,1,1,0,Edge,Brazil
172.210.49.228,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,0,Firefox,Afghanistan
172.210.91.178,3,0,0.666666667,0.333333333,0,0,0.333333333,0.666666667,3,3,3,0,Chrome,France
172.211.254.31,1,0,1,0,0,0,0,1,1,1,1,0,Safari,China
172.214.128.45,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,0,Firefox,Hong Kong
172.214.69.189,2,0,0.5,0,0.5,0,0,1,2,2,2,0,Chrome,Colombia
172.215.231.1,4,0,0.5,0.25,0.25,0.25,0.25,0.5,3,4,4,0,Chrome,Lao People's Democratic Republic
172.216.72.63,1,1,0,0,0,0,0,1,1,1,1,0,Bot,Germany
172.217.155.99,8,0.125,0.375,0.25,0.25,0.5,0.125,0.375,5,8,8,1,Firefox,Ethiopia
172.220.117.165,1,0,0,1,0,0,0,1,1,1,1,0,Safari,Canada
172.223.156.25,4,0,0.5,0.5,0,0.25,0,0.75,3,4,4,0,Chrome,Montserrat
172.223.81.188,3,0,0,0.333333333,0.666666667,0.666666667,0,0.333333333,3,3,3,0,Firefox,Sweden
172.224.245.108,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Bot,Cape Verde
172.227.224.12,3,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,0,Opera,Tunisia
172.228.233.43,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,0,Chrome,Holy See (Vatican City State)
172.228.4.233,4,0.5,0.25,0,0.25,0.5,0,0.5,4,4,4,0,Chrome,Sri Lanka
172.23.146.207,2,0,0,0.5,0.5,0.5,0.5,0,2,2,2,0,Chrome,Jamaica
172.234.60.47,6,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0,0.5,4,6,6,0,Edge,Anguilla
172.235.194.170,3,0.333333333,0,0.666666667,0,0,0.666666667,0.333333333,3,3,3,0,Bot,Palestinian Territory
172.236.255.18,1,0,0,0,1,1,0,0,1,1,1,0,Safari,Brazil
172.238.221.232,1,0,1,0,0,1,0,0,1,1,1,1,Edge,France
172.240.152.184,2,0.5,0.5,0,0,0.5,0.5,0,2,2,2,0,Firefox,Australia
172.244.214.214,1,0,0,1,0,0,1,0,1,1,1,0,Safari,France
172.245.119.63,1,1,0,0,0,0,1,0,1,1,1,0,Firefox,USA
172.245.91.82,3,0.333333333,0,0.333333333,0.333333333,1,0,0,3,3,3,0,Firefox,Dominican Republic
172.246.28.68,1,0,0,0,1,0,0,1,1,1,1,0,Firefox,USA
172.249.125.248,5,0.2,0.4,0.2,0.2,0.4,0.2,0.4,4,5,5,0,Opera,Myanmar
172.25.157.145,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,0,Opera,Israel
172.25.29.223,2,0,0.5,0,0.5,0,0,1,2,2,2,0,Edge,Guatemala
172.250.241.133,6,0.333333333,0.5,0.166666667,0,0.333333333,0.5,0.166666667,5,6,6,0,Chrome,China
172.253.201.54,1,0,1,0,0,1,0,0,1,1,1,0,Edge,Germany
172.27.216.208,1,0,0,1,0,1,0,0,1,1,1,0,Opera,USA
172.28.250.85,5,0.2,0.4,0.2,0.2,0.2,0.4,0.4,3,5,5,0,Bot,Gibraltar
172.29.231.210,4,0,0.5,0,0.5,0.25,0.5,0.25,4,4,4,0,Bot,Cocos (Keeling) Islands
172.29.70.43,4,0.25,0.25,0,0.5,0,0.25,0.75,4,4,4,0,Bot,Tuvalu
172.3.18.105,5,0,0.4,0.6,0,0.4,0.4,0.2,5,5,5,1,Edge,Svalbard & Jan Mayen Islands
172.38.19.156,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Safari,Barbados
172.38.226.36,4,0,0.25,0.25,0.5,0.5,0,0.5,3,4,4,0,Firefox,Pakistan
172.4.120.175,1,0,1,0,0,0,0,1,1,1,1,0,Bot,China
172.4.203.12,4,0.25,0.5,0,0.25,0.25,0.5,0.25,3,4,4,0,Opera,Zambia
172.4.231.66,2,0,0.5,0.5,0,1,0,0,2,2,2,0,Edge,Liberia
172.42.141.67,1,1,0,0,0,0,1,0,1,1,1,0,Chrome,China
172.45.194.85,3,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0,3,3,3,0,Safari,Trinidad and Tobago
172.46.236.220,1,0,0,1,0,1,0,0,1,1,1,0,Edge,Canada
172.47.74.128,7,0.428571429,0.142857143,0.428571429,0,0.142857143,0.285714286,0.571428571,5,7,7,0,Opera,Antigua and Barbuda
172.48.222.104,6,0.5,0.333333333,0,0.166666667,0.5,0.166666667,0.333333333,5,6,6,0,Bot,France
172.49.149.148,6,0.166666667,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,5,6,6,0,Chrome,Dominican Republic
172.5.26.217,5,0.2,0.2,0.6,0,0.4,0,0.6,4,5,5,0,Bot,Estonia
172.51.155.61,5,0,0.6,0.2,0.2,0.4,0.2,0.4,4,5,5,0,Safari,Albania
172.51.179.181,6,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0.333333333,0.166666667,3,6,6,0,Edge,Philippines
172.54.84.108,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,USA
172.56.14.233,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Safari,Gambia
172.57.219.196,2,0.5,0,0,0.5,0,0.5,0.5,2,2,2,0,Safari,Cambodia
172.58.13.44,1,0,1,0,0,0,0,1,1,1,1,0,Firefox,Canada
172.58.184.221,1,0,0,1,0,1,0,0,1,1,1,0,Chrome,France
172.59.141.106,4,0,0,1,0,1,0,0,3,4,4,0,Firefox,Pitcairn Islands
172.61.124.94,4,0.25,0,0.25,0.5,0.25,0.5,0.25,3,4,4,0,Safari,El Salvador
172.61.152.14,3,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,3,3,3,0,Firefox,Niger
172.61.175.102,3,0.333333333,0,0,0.666666667,0.333333333,0.333333333,0.333333333,2,3,3,0,Safari,Nigeria
172.63.158.199,4,0.5,0,0.25,0.25,0.75,0.25,0,2,4,4,0,Opera,Costa Rica
172.65.207.241,1,1,0,0,0,0,1,0,1,1,1,0,Bot,Canada
172.67.23.63,3,0,0.333333333,0.666666667,0,0.333333333,0,0.666666667,2,3,3,0,Chrome,Saint Helena
172.68.24.129,3,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,0,Bot,Holy See (Vatican City State)
172.68.62.123,3,0.333333333,0,0,0.666666667,0,0.666666667,0.333333333,3,3,3,0,Firefox,Thailand
172.70.70.70,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,3,3,3,0,Chrome,Guernsey
172.71.243.123,1,0,1,0,0,1,0,0,1,1,1,0,Opera,China
172.72.84.133,3,0,0.333333333,0,0.666666667,0,0,1,2,3,3,0,Bot,Bolivia
172.75.236.118,1,0,0,0,1,0,0,1,1,1,1,0,Chrome,Malta
172.76.118.50,2,0,0,1,0,1,0,0,2,2,2,0,Bot,Marshall Islands
172.76.217.118,3,0.666666667,0,0.333333333,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Safari,Antarctica (the territory South of 60 deg S)
172.77.148.250,4,0.5,0.5,0,0,0.5,0,0.5,4,4,4,2,Firefox,Suriname
172.78.24.10,6,0.666666667,0.333333333,0,0,0.333333333,0.166666667,0.5,5,6,6,0,Edge,Colombia
172.80.224.143,5,0.4,0.2,0.2,0.2,0.2,0.4,0.4,4,5,5,0,Firefox,Kazakhstan
172.81.187.11,1,1,0,0,0,0,1,0,1,1,1,0,Bot,Costa Rica
172.84.107.126,2,0.5,0,0.5,0,0.5,0,0.5,1,2,2,0,Firefox,Sierra Leone
172.85.56.91,4,0.5,0.25,0,0.25,0.5,0.25,0.25,4,4,4,0,Edge,South Georgia and the South Sandwich Islands
172.85.65.169,1,1,0,0,0,1,0,0,1,1,1,0,Firefox,Canada
172.9.164.228,1,1,0,0,0,1,0,0,1,1,1,0,Safari,Bulgaria
172.9.80.225,3,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,3,3,3,0,Chrome,Guam
172.94.133.182,4,0.25,0.5,0.25,0,0.25,0.25,0.5,2,4,3,0,Opera,Niger
172.95.177.193,7,0.142857143,0.142857143,0.142857143,0.571428571,0.285714286,0.285714286,0.428571429,4,7,7,0,Edge,United States Minor Outlying Islands
172.95.214.139,1,0,0,0,1,0,0,1,1,1,1,0,Opera,India
172.95.232.138,1,0,1,0,0,0,0,1,1,1,1,0,Edge,USA
172.98.150.120,5,0.6,0.4,0,0,0.2,0.4,0.4,3,5,5,0,Safari,Sweden
173.1.159.251,1,0,1,0,0,0,0,1,1,1,1,0,Edge,Canada
173.100.221.41,1,0,0,1,0,1,0,0,1,1,1,0,Opera,Germany
173.100.93.36,1,0,0,0,1,0,0,1,1,1,1,0,Bot,Brazil
173.102.144.116,2,0,0.5,0,0.5,0.5,0.5,0,2,2,2,0,Chrome,France
173.102.231.46,1,0,0,1,0,0,0,1,1,1,1,0,Firefox,India
173.104.186.252,3,0.333333333,0.666666667,0,0,0,0.333333333,0.666666667,2,3,3,1,Safari,El Salvador
173.110.123.208,3,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,3,3,3,0,Opera,South Africa
173.113.174.135,4,0.25,0.25,0,0.5,0.75,0.25,0,4,4,4,1,Opera,Mayotte
173.117.111.46,2,0,0.5,0.5,0,0,0.5,0.5,1,2,2,0,Opera,Montenegro
173.117.178.0,3,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0.333333333,2,3,3,0,Bot,Hungary
173.117.96.206,3,0.333333333,0,0.666666667,0,0.333333333,0.666666667,0,3,3,3,0,Bot,Greece
173.118.10.215,1,0,1,0,0,0,0,1,1,1,1,0,Edge,Germany
173.119.114.181,4,0,0.25,0.5,0.25,0.5,0.25,0.25,3,4,4,0,Firefox,Dominica
173.12.25.229,1,0,0,1,0,0,0,1,1,1,1,0,Chrome,India
173.120.245.234,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,0,Opera,Kuwait
173.120.30.1,2,0,1,0,0,0,0.5,0.5,1,2,2,0,Safari,Haiti
173.125.149.144,3,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.666666667,3,3,3,0,Edge,Bouvet Island (Bouvetoya)
173.129.179.122,4,0.5,0.5,0,0,0.25,0.25,0.5,4,4,4,0,Bot,Albania
173.131.71.241,1,0,1,0,0,0,0,1,1,1,1,0,Safari,Afghanistan
173.132.25.175,2,0.5,0,0,0.5,0.5,0,0.5,2,2,2,0,Edge,Tanzania
173.132.70.51,3,0.666666667,0,0.333333333,0,0.333333333,0,0.666666667,3,3,3,0,Opera,Gambia
