IP Address,Total_Requests,DELETE_Perc,GET_Perc,POST_Perc,PUT_Perc,4xx_Perc,5xx_Perc,Other_Perc,Unique_User_Agents,Unique_Sessions,Unique_Locations,Top_User_Agent,Top_Location,Label
207.252.71.35,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Opera,Bermuda,1
207.253.93.147,6,0,0.5,0.166666667,0.333333333,0.5,0.166666667,0.333333333,3,6,6,Firefox,Canada,-1
207.255.167.164,1,1,0,0,0,0,0,1,1,1,1,Firefox,Honduras,1
207.29.123.107,4,0.25,0,0.5,0.25,1,0,0,4,4,4,Edge,Tunisia,-1
207.29.243.228,1,0,1,0,0,1,0,0,1,1,1,Edge,Brazil,1
207.3.11.73,4,0.75,0.25,0,0,0.25,0.25,0.5,3,4,4,Bot,North Macedonia,1
207.3.114.110,2,0,0.5,0.5,0,0.5,0,0.5,2,2,2,Chrome,Bolivia,1
207.32.107.180,2,0,0,0.5,0.5,0,0.5,0.5,2,2,2,Firefox,Isle of Man,1
207.33.44.144,1,0,0,0,1,0,1,0,1,1,1,Opera,USA,1
207.38.50.152,6,0.166666667,0,0.166666667,0.666666667,0.5,0,0.5,6,6,6,Bot,Guyana,-1
207.40.182.239,4,0.25,0.5,0,0.25,1,0,0,3,4,4,Chrome,Lebanon,1
207.40.212.213,1,0,0,1,0,0,1,0,1,1,1,Safari,China,1
207.42.178.179,4,0,0,0.25,0.75,0.25,0.25,0.5,3,4,4,Firefox,Panama,1
207.49.33.97,2,0,0,0,1,0.5,0,0.5,1,2,2,Chrome,Bahrain,1
207.5.120.237,2,0,0.5,0.5,0,0,1,0,2,2,2,Edge,Guadeloupe,1
207.51.178.83,3,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.666666667,3,3,3,Chrome,Tokelau,1
207.52.188.50,3,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,2,3,3,Safari,Senegal,1
207.53.101.14,1,0,0,0,1,1,0,0,1,1,1,Firefox,USA,1
207.56.96.54,3,0.333333333,0.333333333,0,0.333333333,0,0,1,3,3,3,Edge,Gibraltar,1
207.59.66.120,3,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,3,3,3,Edge,Austria,1
207.60.38.243,5,0,0.2,0.4,0.4,0.8,0,0.2,4,5,5,Bot,Sierra Leone,-1
207.67.193.18,4,0.25,0.25,0.5,0,0,0.5,0.5,4,4,3,Firefox,Latvia,-1
207.69.111.219,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,2,3,3,Bot,Mayotte,1
207.7.240.140,6,0.333333333,0.166666667,0.333333333,0.166666667,0.5,0.166666667,0.333333333,3,6,6,Safari,United States Minor Outlying Islands,-1
207.7.61.156,1,1,0,0,0,0,1,0,1,1,1,Opera,France,1
207.73.164.135,1,1,0,0,0,0,1,0,1,1,1,Bot,China,1
207.79.134.62,5,0.4,0.4,0.2,0,0.4,0,0.6,4,5,5,Opera,Zambia,-1
207.8.163.245,1,0,0,0,1,0,0,1,1,1,1,Chrome,USA,1
207.80.34.168,3,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,3,3,3,Firefox,Bolivia,1
207.82.198.172,3,0.333333333,0,0.666666667,0,0.333333333,0,0.666666667,2,3,3,Bot,Canada,1
207.84.38.79,1,0,0,0,1,1,0,0,1,1,1,Edge,Germany,1
207.86.220.193,2,0,1,0,0,0,0.5,0.5,2,2,2,Bot,Kyrgyz Republic,1
207.89.124.174,2,0,1,0,0,0.5,0,0.5,2,2,2,Edge,Tajikistan,1
207.89.130.178,2,0.5,0,0,0.5,1,0,0,2,2,2,Chrome,Panama,1
207.90.134.101,1,0,1,0,0,1,0,0,1,1,1,Bot,Canada,1
207.91.142.175,1,0,0,1,0,0,0,1,1,1,1,Edge,Norway,1
207.91.44.160,1,1,0,0,0,0,1,0,1,1,1,Opera,Brazil,1
207.91.99.25,1,1,0,0,0,1,0,0,1,1,1,Opera,Brazil,1
207.92.70.83,1,0,1,0,0,0,1,0,1,1,1,Opera,Brazil,1
207.94.2.155,4,0.25,0,0.25,0.5,1,0,0,4,4,4,Bot,Philippines,-1
207.95.238.6,1,1,0,0,0,0,0,1,1,1,1,Safari,USA,1
207.95.9.116,2,0,0,1,0,0.5,0.5,0,2,2,2,Bot,Antarctica (the territory South of 60 deg S),1
207.96.142.52,4,0,0.75,0.25,0,0.5,0.25,0.25,3,4,4,Edge,Korea,1
208.1.124.208,1,1,0,0,0,0,1,0,1,1,1,Opera,China,1
208.1.66.29,4,0.25,0,0.75,0,0.25,0,0.75,2,4,4,Edge,Egypt,1
208.10.139.128,1,0,1,0,0,0,1,0,1,1,1,Edge,France,1
208.101.124.88,1,1,0,0,0,1,0,0,1,1,1,Safari,Heard Island and McDonald Islands,1
208.103.81.80,5,0.4,0,0.6,0,0.4,0.4,0.2,5,5,5,Firefox,New Zealand,-1
208.107.217.91,3,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0.333333333,2,3,3,Edge,Azerbaijan,1
208.108.101.192,1,1,0,0,0,0,0,1,1,1,1,Safari,Estonia,1
208.108.157.91,10,0.2,0.2,0.2,0.4,0.5,0.2,0.3,4,10,10,Safari,Rwanda,-1
208.108.217.89,4,0,0.5,0.25,0.25,0.75,0.25,0,2,4,4,Opera,Cyprus,1
208.110.169.52,3,0.333333333,0.333333333,0,0.333333333,0.666666667,0,0.333333333,2,3,3,Edge,Dominican Republic,1
208.111.89.159,6,0.166666667,0.166666667,0.666666667,0,0.166666667,0,0.833333333,3,6,6,Edge,Antigua and Barbuda,-1
208.113.186.86,3,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,2,3,3,Opera,Moldova,1
208.116.241.241,6,0.166666667,0.333333333,0,0.5,0.166666667,0.333333333,0.5,4,6,6,Safari,British Indian Ocean Territory (Chagos Archipelago),-1
208.117.205.18,7,0,0.142857143,0.714285714,0.142857143,0.285714286,0.285714286,0.428571429,4,7,7,Edge,Nicaragua,-1
208.12.187.201,1,0,1,0,0,0,0,1,1,1,1,Opera,USA,1
208.120.33.180,2,0.5,0.5,0,0,1,0,0,2,2,2,Opera,British Indian Ocean Territory (Chagos Archipelago),1
208.122.178.140,3,0.333333333,0,0,0.666666667,0.333333333,0.666666667,0,2,3,3,Bot,Bahamas,1
208.123.88.80,6,0,0,0.666666667,0.333333333,0.333333333,0.166666667,0.5,4,6,6,Bot,Brunei Darussalam,-1
208.125.224.172,2,0.5,0,0.5,0,0,0.5,0.5,2,2,2,Bot,Turkey,1
208.129.233.227,3,0,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,2,3,3,Opera,United States Minor Outlying Islands,1
208.13.192.234,6,0.333333333,0.333333333,0.166666667,0.166666667,0,0,1,3,6,6,Opera,United States of America,-1
208.132.30.111,2,0,0.5,0.5,0,0.5,0.5,0,2,2,2,Edge,India,1
208.135.248.11,4,0.25,0.5,0,0.25,0.25,0.25,0.5,3,4,3,Safari,Latvia,1
208.136.9.166,2,0.5,0,0,0.5,0,0,1,2,2,2,Safari,Finland,1
208.137.255.173,1,1,0,0,0,0,0,1,1,1,1,Safari,China,1
208.139.154.119,5,0.4,0.4,0,0.2,0.6,0.2,0.2,4,5,5,Firefox,Philippines,-1
208.139.202.143,1,0,0,0,1,0,0,1,1,1,1,Safari,Canada,1
208.139.224.186,1,0,0,0,1,1,0,0,1,1,1,Bot,Germany,1
208.140.212.98,1,1,0,0,0,1,0,0,1,1,1,Chrome,Canada,1
208.141.234.176,3,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,3,3,3,Opera,Sierra Leone,1
208.142.228.170,1,0,0,1,0,1,0,0,1,1,1,Opera,India,1
208.143.77.71,4,0.25,0.25,0.25,0.25,0.25,0,0.75,3,4,4,Edge,Cape Verde,1
208.146.211.162,6,0,0.166666667,0.5,0.333333333,0.333333333,0,0.666666667,5,6,6,Edge,Martinique,-1
208.148.255.135,1,1,0,0,0,0,0,1,1,1,1,Firefox,China,1
208.149.17.248,2,0,0.5,0,0.5,0,0.5,0.5,1,2,2,Bot,Belgium,1
208.152.200.159,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,Edge,Tunisia,1
208.153.60.113,2,0,0,1,0,1,0,0,2,2,2,Bot,Saint Pierre and Miquelon,1
208.154.150.113,1,0,1,0,0,0,1,0,1,1,1,Chrome,Lithuania,1
208.154.30.172,6,0.333333333,0,0.5,0.166666667,0,0.666666667,0.333333333,5,6,6,Edge,Turks and Caicos Islands,-1
208.155.10.90,9,0.555555556,0.111111111,0.222222222,0.111111111,0.333333333,0,0.666666667,4,9,8,Chrome,American Samoa,-1
208.155.114.114,1,0,0,1,0,0,1,0,1,1,1,Chrome,Canada,1
208.156.244.163,5,0.2,0.2,0.6,0,0.4,0.2,0.4,3,5,5,Chrome,El Salvador,1
208.158.12.233,1,0,0,0,1,0,0,1,1,1,1,Bot,Kuwait,1
208.16.73.64,4,0,0.75,0,0.25,0.75,0,0.25,4,4,4,Firefox,French Guiana,-1
208.160.184.114,4,0.25,0,0.5,0.25,0.5,0.25,0.25,3,4,4,Edge,Philippines,1
208.165.122.89,4,0.25,0.25,0.25,0.25,0.25,0.25,0.5,3,4,4,Edge,Svalbard & Jan Mayen Islands,1
208.165.186.46,2,0.5,0,0,0.5,0,0.5,0.5,1,2,2,Firefox,Kenya,1
208.165.55.83,1,0,1,0,0,0,0,1,1,1,1,Safari,USA,1
208.166.77.168,1,0,1,0,0,1,0,0,1,1,1,Opera,Canada,1
208.167.28.131,1,1,0,0,0,0,0,1,1,1,1,Edge,Germany,1
208.169.240.246,1,0,0,0,1,1,0,0,1,1,1,Opera,Cote d'Ivoire,1
208.169.40.51,1,1,0,0,0,0,1,0,1,1,1,Opera,China,1
208.17.171.215,1,1,0,0,0,0,0,1,1,1,1,Firefox,Canada,1
208.170.131.67,2,0,0.5,0.5,0,1,0,0,1,2,2,Bot,Falkland Islands (Malvinas),1
208.171.231.169,1,0,0,1,0,1,0,0,1,1,1,Firefox,Germany,1
208.172.66.119,1,0,1,0,0,0,1,0,1,1,1,Bot,Canada,1
208.173.99.43,5,0.2,0.2,0,0.6,0.4,0.2,0.4,4,5,5,Safari,Indonesia,-1
208.174.193.138,3,0.666666667,0.333333333,0,0,0.333333333,0,0.666666667,2,3,3,Bot,Niue,1
208.175.242.142,1,0,1,0,0,0,0,1,1,1,1,Opera,Brazil,1
208.177.49.77,2,0,0,1,0,0.5,0,0.5,2,2,2,Opera,Libyan Arab Jamahiriya,1
208.179.82.154,4,0.5,0.25,0.25,0,0.25,0.5,0.25,3,4,4,Opera,Cambodia,1
208.184.222.223,1,0,0,1,0,0,0,1,1,1,1,Safari,Switzerland,1
208.189.254.93,4,0,0.5,0,0.5,0.25,0.75,0,3,4,4,Safari,Ghana,1
208.189.30.139,1,0,0,0,1,1,0,0,1,1,1,Safari,Brazil,1
208.19.204.106,5,0.2,0.2,0.2,0.4,0.2,0.2,0.6,3,5,5,Firefox,Monaco,1
208.192.34.195,1,0,0,0,1,0,1,0,1,1,1,Safari,Canada,1
208.194.91.146,1,0,0,1,0,0,0,1,1,1,1,Firefox,Canada,1
208.195.184.136,6,0.166666667,0.333333333,0.166666667,0.333333333,0.5,0,0.5,4,6,6,Opera,Guadeloupe,-1
208.198.224.15,3,0.666666667,0,0.333333333,0,1,0,0,2,3,3,Opera,American Samoa,1
208.20.252.251,1,1,0,0,0,1,0,0,1,1,1,Safari,France,1
208.200.249.232,4,0.25,0.5,0,0.25,0.75,0.25,0,2,4,4,Firefox,Denmark,1
208.204.72.158,4,0,0,0.75,0.25,0.25,0,0.75,3,4,4,Edge,Chile,1
208.206.159.223,3,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Opera,Guyana,1
208.212.184.91,1,1,0,0,0,0,0,1,1,1,1,Chrome,USA,1
208.212.209.192,7,0,0,0.428571429,0.571428571,0.285714286,0,0.714285714,4,7,7,Safari,Zambia,-1
208.216.53.191,3,0,0.666666667,0,0.333333333,0,0.333333333,0.666666667,2,3,2,Safari,Zambia,1
208.219.71.115,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,Opera,Angola,1
208.222.167.6,1,0,1,0,0,1,0,0,1,1,1,Chrome,Armenia,1
208.224.201.89,3,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0.333333333,1,3,3,Opera,El Salvador,1
208.224.35.76,4,0.25,0.25,0,0.5,0.25,0,0.75,4,4,4,Edge,Monaco,-1
208.225.128.47,2,0,0.5,0.5,0,1,0,0,2,2,2,Opera,French Polynesia,1
208.228.26.92,1,0,1,0,0,1,0,0,1,1,1,Bot,Germany,1
208.229.134.36,1,0,0,0,1,1,0,0,1,1,1,Opera,India,1
208.229.3.5,1,0,1,0,0,0,1,0,1,1,1,Bot,China,1
208.23.132.162,1,0,0,1,0,1,0,0,1,1,1,Safari,India,1
208.232.14.30,1,0,1,0,0,0,0,1,1,1,1,Opera,China,1
208.233.209.198,1,0,0,0,1,0,0,1,1,1,1,Chrome,Canada,1
208.235.109.63,4,0,0.75,0,0.25,0.25,0,0.75,3,4,4,Chrome,Sierra Leone,1
208.239.110.101,1,0,0,0,1,1,0,0,1,1,1,Firefox,India,1
208.24.192.122,4,0,0.75,0.25,0,0.75,0.25,0,3,4,4,Edge,Cape Verde,1
208.241.204.192,2,0.5,0,0,0.5,0,1,0,1,2,2,Chrome,Cape Verde,1
208.241.217.242,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,Safari,Azerbaijan,1
208.242.135.102,2,0.5,0,0.5,0,1,0,0,2,2,2,Bot,Finland,1
208.247.233.123,5,0.4,0.2,0.2,0.2,0.6,0,0.4,4,5,5,Chrome,Antarctica (the territory South of 60 deg S),-1
208.248.216.190,1,0,0,0,1,0,0,1,1,1,1,Edge,USA,1
208.249.185.246,1,0,0,0,1,0,0,1,1,1,1,Chrome,Nigeria,1
208.249.239.47,4,0.25,0.5,0.25,0,0.25,0.25,0.5,2,4,4,Opera,North Macedonia,1
208.25.81.67,1,0,0,1,0,1,0,0,1,1,1,Edge,Canada,1
208.251.133.138,4,0.25,0.25,0.5,0,0.25,0.25,0.5,4,4,4,Chrome,Thailand,-1
208.251.171.182,1,0,0,1,0,0,0,1,1,1,1,Bot,France,1
208.27.110.134,4,0.25,0,0.5,0.25,0.25,0,0.75,3,4,4,Safari,Tajikistan,1
208.29.102.8,4,0.5,0.25,0.25,0,0.25,0,0.75,3,4,4,Bot,Solomon Islands,1
208.29.132.72,3,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,3,3,3,Bot,Brazil,1
208.3.188.36,5,0.6,0.2,0,0.2,0.4,0,0.6,4,5,5,Bot,Greece,-1
208.32.113.26,1,0,1,0,0,0,0,1,1,1,1,Edge,Trinidad and Tobago,1
208.34.142.229,2,0.5,0,0.5,0,0,0,1,2,2,2,Opera,Cambodia,1
208.34.152.17,4,0,0.5,0.5,0,0.25,0,0.75,3,4,4,Chrome,Myanmar,1
208.36.196.157,5,0.2,0.4,0.2,0.2,0.4,0,0.6,4,5,5,Edge,South Africa,-1
208.36.196.163,4,0,0.25,0.5,0.25,0.25,0.25,0.5,3,4,4,Bot,Romania,1
208.37.3.253,5,0,0.2,0.4,0.4,0.4,0.2,0.4,3,5,5,Chrome,Antarctica (the territory South of 60 deg S),1
208.38.113.230,5,0.6,0.2,0.2,0,0.6,0,0.4,4,5,5,Chrome,Georgia,-1
208.38.48.147,6,0.5,0.166666667,0.333333333,0,0.166666667,0.166666667,0.666666667,4,6,6,Bot,Sao Tome and Principe,-1
208.39.93.125,1,0,1,0,0,1,0,0,1,1,1,Safari,Germany,1
208.42.30.101,1,0,0,0,1,0,0,1,1,1,1,Bot,France,1
208.42.50.153,1,0,0,0,1,0,1,0,1,1,1,Edge,France,1
208.42.88.24,2,0.5,0,0,0.5,0.5,0.5,0,2,2,2,Bot,Gibraltar,1
208.42.98.23,1,0,1,0,0,0,1,0,1,1,1,Firefox,India,1
208.43.225.32,1,0,0,1,0,1,0,0,1,1,1,Opera,Canada,1
208.45.166.33,4,0,0,0.5,0.5,0.75,0,0.25,3,4,4,Chrome,Germany,1
208.50.111.211,1,0,0,1,0,1,0,0,1,1,1,Firefox,USA,1
208.50.49.6,3,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0,3,3,3,Opera,Mauritania,1
208.52.154.60,5,0.6,0.2,0,0.2,0.2,0.2,0.6,3,5,5,Opera,Georgia,1
208.52.77.77,3,0.666666667,0,0,0.333333333,0,0.333333333,0.666666667,3,3,3,Bot,Antigua and Barbuda,1
208.53.23.141,1,0,0,1,0,0,0,1,1,1,1,Firefox,Germany,1
208.54.117.55,1,1,0,0,0,0,0,1,1,1,1,Safari,Germany,1
208.54.146.94,4,0.25,0.25,0.25,0.25,0.25,0.5,0.25,2,4,4,Bot,Ukraine,1
208.54.5.83,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,Firefox,Paraguay,1
208.60.158.106,4,1,0,0,0,0,0.5,0.5,3,4,4,Chrome,Antarctica (the territory South of 60 deg S),1
208.61.89.69,3,0.666666667,0,0,0.333333333,0.333333333,0,0.666666667,3,3,3,Chrome,Cook Islands,1
208.62.36.182,3,0.666666667,0,0,0.333333333,0,0.333333333,0.666666667,3,3,3,Opera,British Indian Ocean Territory (Chagos Archipelago),1
208.67.235.190,6,0.5,0.333333333,0.166666667,0,0.666666667,0.333333333,0,5,6,6,Safari,Niger,-1
208.75.144.140,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,3,3,3,Edge,Dominica,1
208.77.240.19,3,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,3,3,3,Chrome,Saudi Arabia,1
208.77.76.254,8,0.5,0.25,0.25,0,0.5,0.25,0.25,4,8,8,Safari,Cuba,-1
208.78.197.23,1,1,0,0,0,0,0,1,1,1,1,Bot,Macao,1
208.78.49.148,2,0.5,0,0.5,0,0.5,0,0.5,2,2,2,Bot,Colombia,1
208.8.2.100,1,1,0,0,0,0,0,1,1,1,1,Opera,France,1
208.81.71.179,6,0.166666667,0.333333333,0,0.5,0.5,0.333333333,0.166666667,4,6,6,Edge,Finland,-1
208.87.193.92,6,0.333333333,0.166666667,0,0.5,0.166666667,0.333333333,0.5,4,6,6,Bot,Ukraine,-1
208.87.87.21,2,0.5,0.5,0,0,0.5,0,0.5,2,2,2,Bot,Luxembourg,1
208.9.211.232,1,0,0,0,1,0,1,0,1,1,1,Chrome,Canada,1
208.90.43.132,1,0,0,0,1,0,0,1,1,1,1,Chrome,France,1
208.91.229.234,1,1,0,0,0,1,0,0,1,1,1,Safari,Canada,1
208.93.116.201,5,0.2,0.2,0.2,0.4,0.4,0.4,0.2,5,5,5,Chrome,Malawi,-1
208.95.30.165,4,0.25,0,0.5,0.25,0.25,0.25,0.5,3,4,4,Chrome,Macao,1
208.97.182.193,2,0,0,0,1,0.5,0.5,0,2,2,2,Chrome,Faroe Islands,1
209.0.226.80,4,0.75,0,0.25,0,0.5,0,0.5,2,4,4,Edge,Korea,1
209.1.41.72,3,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,3,3,3,Bot,Malawi,1
209.1.95.2,7,0.285714286,0.142857143,0.142857143,0.428571429,0.428571429,0.428571429,0.142857143,5,7,7,Safari,Nicaragua,-1
209.10.238.151,3,0.333333333,0,0.666666667,0,0.666666667,0,0.333333333,2,3,3,Edge,Turkey,1
209.10.31.157,4,0,0.25,0.25,0.5,0.5,0.25,0.25,3,4,4,Bot,Costa Rica,1
209.105.163.102,2,0,0,0.5,0.5,0.5,0,0.5,2,2,2,Firefox,France,1
209.108.9.61,1,0,1,0,0,0,0,1,1,1,1,Safari,Georgia,1
209.11.90.201,1,0,0,0,1,1,0,0,1,1,1,Firefox,Brazil,1
209.110.47.187,3,0,0.333333333,0.333333333,0.333333333,1,0,0,2,3,3,Chrome,Montserrat,1
209.113.131.197,5,0,0.6,0.2,0.2,0.4,0.4,0.2,4,5,5,Chrome,Suriname,-1
209.115.130.107,4,0.25,0,0.25,0.5,0.75,0.25,0,3,4,4,Edge,Israel,1
209.118.76.147,4,0,1,0,0,0.25,0.25,0.5,2,4,4,Opera,Israel,1
209.12.10.145,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,2,3,3,Safari,Tonga,1
209.120.100.173,5,0.4,0,0.2,0.4,0.4,0.4,0.2,3,5,5,Opera,Bouvet Island (Bouvetoya),1
209.122.119.188,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Safari,Oman,1
209.122.22.181,7,0.428571429,0,0.285714286,0.285714286,0.285714286,0.142857143,0.571428571,4,7,7,Firefox,Norway,-1
209.124.225.157,4,0,0.25,0.75,0,0.5,0,0.5,3,4,4,Opera,Netherlands Antilles,1
209.125.227.230,3,0.666666667,0.333333333,0,0,1,0,0,3,3,3,Chrome,Montenegro,1
209.126.20.252,7,0.428571429,0.285714286,0.285714286,0,0.285714286,0.428571429,0.285714286,5,7,7,Firefox,Burkina Faso,-1
209.129.232.72,1,1,0,0,0,1,0,0,1,1,1,Firefox,Canada,1
209.130.234.60,1,0,0,1,0,1,0,0,1,1,1,Chrome,Lao People's Democratic Republic,1
209.131.242.100,8,0.125,0.125,0.375,0.375,0.5,0.375,0.125,4,8,8,Edge,Slovenia,-1
209.132.249.159,1,0,1,0,0,1,0,0,1,1,1,Safari,USA,1
209.133.36.30,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,Firefox,Bosnia and Herzegovina,1
209.133.41.152,2,1,0,0,0,0.5,0,0.5,2,2,2,Bot,Ghana,1
209.133.50.199,4,0.5,0.5,0,0,0.5,0,0.5,4,4,4,Opera,Armenia,-1
209.137.208.195,4,0,0.5,0.5,0,0.25,0,0.75,3,4,4,Opera,Angola,1
209.137.222.73,8,0.125,0.375,0.5,0,0.625,0.125,0.25,6,8,8,Edge,Qatar,-1
209.138.125.49,1,1,0,0,0,0,1,0,1,1,1,Chrome,Botswana,1
209.139.83.173,1,0,0,1,0,0,1,0,1,1,1,Edge,Germany,1
209.14.166.187,4,0.25,0.5,0,0.25,0,0.5,0.5,4,4,4,Opera,Pakistan,-1
209.142.85.22,1,0,1,0,0,0,0,1,1,1,1,Safari,France,1
209.144.10.134,1,0,0,1,0,0,0,1,1,1,1,Chrome,Canada,1
209.145.101.138,4,0.5,0,0.5,0,0.25,0.25,0.5,4,4,4,Opera,Malawi,-1
209.145.2.106,3,0.666666667,0.333333333,0,0,1,0,0,3,3,3,Safari,Cote d'Ivoire,1
209.149.59.114,3,0,0,0.666666667,0.333333333,0.333333333,0,0.666666667,2,3,3,Chrome,Bhutan,1
209.15.196.77,5,0.6,0.2,0.2,0,0.2,0.2,0.6,3,5,5,Safari,Sierra Leone,1
209.150.23.187,4,0.25,0,0.25,0.5,0.25,0.25,0.5,4,4,4,Opera,Philippines,-1
209.151.209.187,3,0.666666667,0,0,0.333333333,0,0.333333333,0.666666667,3,3,3,Edge,Jordan,1
209.152.249.63,1,1,0,0,0,0,1,0,1,1,1,Opera,Bahamas,1
209.154.126.51,1,0,1,0,0,0,0,1,1,1,1,Opera,China,1
209.155.111.235,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,2,3,3,Bot,Cocos (Keeling) Islands,1
209.155.161.244,1,0,1,0,0,1,0,0,1,1,1,Chrome,Canada,1
209.155.204.201,4,0.25,0,0.5,0.25,0.5,0.25,0.25,3,4,4,Firefox,Timor-Leste,1
209.156.32.241,4,0.5,0.25,0.25,0,0.25,0.75,0,3,4,4,Chrome,Turkey,1
209.16.241.205,2,1,0,0,0,0,0.5,0.5,2,2,2,Firefox,Libyan Arab Jamahiriya,1
209.161.68.102,1,1,0,0,0,0,0,1,1,1,1,Chrome,Brazil,1
209.165.240.60,3,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0.333333333,2,3,3,Firefox,Qatar,1
209.166.20.25,1,1,0,0,0,1,0,0,1,1,1,Edge,French Guiana,1
209.167.18.194,1,0,0,1,0,0,0,1,1,1,1,Firefox,Germany,1
209.168.149.237,1,0,1,0,0,0,1,0,1,1,1,Firefox,USA,1
209.169.39.28,6,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0,6,6,6,Opera,Tuvalu,-1
209.170.149.200,1,0,1,0,0,0,1,0,1,1,1,Opera,China,1
209.173.230.99,2,0,0.5,0,0.5,0.5,0,0.5,2,2,2,Chrome,Greenland,1
209.178.233.242,1,0,0,1,0,1,0,0,1,1,1,Firefox,Faroe Islands,1
209.180.204.160,1,1,0,0,0,0,0,1,1,1,1,Opera,Kazakhstan,1
209.182.23.217,3,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3,3,3,Opera,Fiji,1
209.184.131.44,1,0,0,1,0,0,0,1,1,1,1,Firefox,France,1
209.186.249.39,1,0,1,0,0,0,0,1,1,1,1,Bot,India,1
209.186.92.27,3,0.666666667,0,0,0.333333333,0,0.333333333,0.666666667,2,3,3,Bot,Tokelau,1
209.19.135.206,8,0.125,0.375,0.25,0.25,0.125,0.25,0.625,5,8,8,Bot,Jordan,-1
209.194.251.108,1,0,1,0,0,0,0,1,1,1,1,Safari,Saint Kitts and Nevis,1
209.197.230.32,1,0,0,0,1,1,0,0,1,1,1,Safari,USA,1
209.197.82.195,3,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,3,3,3,Edge,Chad,1
209.198.17.13,1,0,0,0,1,0,0,1,1,1,1,Bot,Philippines,1
209.200.14.30,1,0,0,1,0,0,1,0,1,1,1,Opera,Austria,1
209.201.250.134,2,0,0,0.5,0.5,0.5,0,0.5,1,2,2,Firefox,Cyprus,1
209.203.194.142,2,0,0.5,0,0.5,1,0,0,2,2,2,Firefox,Paraguay,1
209.204.249.53,1,1,0,0,0,0,0,1,1,1,1,Edge,Canada,1
209.209.19.53,1,1,0,0,0,0,0,1,1,1,1,Firefox,France,1
209.209.193.63,1,1,0,0,0,0,1,0,1,1,1,Safari,Germany,1
209.209.203.54,1,0,0,1,0,1,0,0,1,1,1,Safari,Brazil,1
209.21.63.227,1,0,0,0,1,0,0,1,1,1,1,Bot,Germany,1
209.210.103.22,6,0,0.5,0,0.5,0.333333333,0,0.666666667,4,6,6,Opera,Syrian Arab Republic,-1
209.210.201.234,4,0,0,0.5,0.5,0.25,0.25,0.5,3,4,4,Bot,Armenia,1
209.210.250.58,1,1,0,0,0,0,0,1,1,1,1,Opera,Turkey,1
209.211.16.46,4,0,0.75,0.25,0,0.5,0.25,0.25,3,4,4,Safari,Turks and Caicos Islands,1
209.216.148.240,3,0,0.333333333,0.333333333,0.333333333,1,0,0,3,3,3,Opera,Sierra Leone,1
209.216.234.147,2,0,0,0.5,0.5,0,0.5,0.5,2,2,2,Safari,Niue,1
209.220.209.207,1,0,1,0,0,1,0,0,1,1,1,Safari,China,1
209.226.54.62,2,1,0,0,0,0,0.5,0.5,1,2,2,Safari,Nicaragua,1
209.227.180.5,4,0.75,0.25,0,0,0.75,0,0.25,1,3,4,Firefox,Andorra,1
209.23.231.37,2,0,0.5,0,0.5,0,0.5,0.5,2,2,2,Firefox,Anguilla,1
209.23.4.135,4,0.5,0,0.25,0.25,0.5,0,0.5,4,4,4,Firefox,Cote d'Ivoire,-1
209.234.239.115,3,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0.333333333,3,3,3,Bot,Uzbekistan,1
209.234.69.58,7,0.285714286,0.285714286,0.142857143,0.285714286,0.285714286,0.142857143,0.571428571,5,7,7,Bot,Nauru,-1
209.236.52.157,1,1,0,0,0,0,1,0,1,1,1,Bot,Brazil,1
